心声冥想 App 内存监控日志
========================
包名：com.anonymous.soundtherapyapp
进程 ID: 8501
采样间隔：5秒
开始时间：2026-04-16 07:25:05
========================

时间戳 | PSS Total(MB) | Private Dirty(MB) | Heap Size(MB)
2026-04-16 09:19:33 |  |  | 
2026-04-16 09:19:38 |  |  | 
2026-04-16 09:19:43 |  |  | 
2026-04-16 09:19:48 |  |  | 
2026-04-16 09:19:53 |  |  | 
2026-04-16 09:19:59 |  |  | 
2026-04-16 09:20:04 |  |  | 
2026-04-16 09:20:09 |  |  | 
2026-04-16 09:20:14 |  |  | 
2026-04-16 09:20:19 |  |  | 
2026-04-16 09:20:25 |  |  | 
2026-04-16 09:20:30 |  |  | 
2026-04-16 09:20:35 |  |  | 
2026-04-16 09:20:40 |  |  | 
2026-04-16 09:20:45 |  |  | 
2026-04-16 09:20:50 |  |  | 
2026-04-16 09:20:56 |  |  | 
2026-04-16 09:21:01 |  |  | 
2026-04-16 09:21:06 |  |  | 
2026-04-16 09:21:11 |  |  | 
2026-04-16 09:21:16 |  |  | 
2026-04-16 09:21:21 |  |  | 
2026-04-16 09:21:27 |  |  | 
2026-04-16 09:21:32 |  |  | 
2026-04-16 09:21:37 |  |  | 
2026-04-16 09:21:42 |  |  | 
2026-04-16 09:21:47 |  |  | 
2026-04-16 09:21:52 |  |  | 
2026-04-16 09:21:58 |  |  | 
2026-04-16 09:22:03 |  |  | 
2026-04-16 09:22:08 |  |  | 
2026-04-16 09:22:13 |  |  | 
2026-04-16 09:22:18 |  |  | 
2026-04-16 09:22:24 |  |  | 
2026-04-16 09:22:29 |  |  | 
2026-04-16 09:22:34 |  |  | 
2026-04-16 09:22:39 |  |  | 
2026-04-16 09:22:44 |  |  | 
2026-04-16 09:22:49 |  |  | 
2026-04-16 09:22:55 |  |  | 
2026-04-16 09:23:00 |  |  | 
2026-04-16 09:23:05 |  |  | 
2026-04-16 09:23:10 |  |  | 
2026-04-16 09:23:15 |  |  | 
2026-04-16 09:23:20 |  |  | 
2026-04-16 09:23:26 |  |  | 
2026-04-16 09:23:31 |  |  | 
2026-04-16 09:23:36 |  |  | 
2026-04-16 09:23:41 |  |  | 
2026-04-16 09:23:46 |  |  | 
2026-04-16 09:23:52 |  |  | 
2026-04-16 09:23:57 |  |  | 
2026-04-16 09:24:02 |  |  | 
2026-04-16 09:24:07 |  |  | 
2026-04-16 09:24:12 |  |  | 
2026-04-16 09:24:18 |  |  | 
2026-04-16 09:24:23 |  |  | 
2026-04-16 09:24:28 |  |  | 
2026-04-16 09:24:33 |  |  | 
2026-04-16 09:24:38 |  |  | 
2026-04-16 09:24:43 |  |  | 
2026-04-16 09:24:49 |  |  | 
2026-04-16 09:24:54 |  |  | 
2026-04-16 09:24:59 |  |  | 
2026-04-16 09:25:04 |  |  | 
2026-04-16 09:25:09 |  |  | 
2026-04-16 09:25:14 |  |  | 
2026-04-16 09:25:20 |  |  | 
2026-04-16 09:25:25 |  |  | 
2026-04-16 09:25:30 |  |  | 
2026-04-16 09:25:35 |  |  | 
2026-04-16 09:25:40 |  |  | 
2026-04-16 09:25:46 |  |  | 
2026-04-16 09:25:51 |  |  | 
2026-04-16 09:25:56 |  |  | 
2026-04-16 09:26:01 |  |  | 
2026-04-16 09:26:06 |  |  | 
2026-04-16 09:26:11 |  |  | 
2026-04-16 09:26:17 |  |  | 
2026-04-16 09:26:22 |  |  | 
2026-04-16 09:26:27 |  |  | 
2026-04-16 09:26:32 |  |  | 
2026-04-16 09:26:37 |  |  | 
2026-04-16 09:26:43 |  |  | 
2026-04-16 09:26:48 |  |  | 
2026-04-16 09:26:53 |  |  | 
2026-04-16 09:26:58 |  |  | 
2026-04-16 09:27:03 |  |  | 
2026-04-16 09:27:08 |  |  | 
2026-04-16 09:27:14 |  |  | 
2026-04-16 09:27:19 |  |  | 
2026-04-16 09:27:24 |  |  | 
2026-04-16 09:27:29 |  |  | 
2026-04-16 09:27:34 |  |  | 
2026-04-16 09:27:40 |  |  | 
2026-04-16 09:27:45 |  |  | 
2026-04-16 09:27:50 |  |  | 
2026-04-16 09:27:55 |  |  | 
2026-04-16 09:28:00 |  |  | 
2026-04-16 09:28:05 |  |  | 
2026-04-16 09:28:11 |  |  | 
2026-04-16 09:28:16 |  |  | 
2026-04-16 09:28:21 |  |  | 
2026-04-16 09:28:26 |  |  | 
2026-04-16 09:28:31 |  |  | 
2026-04-16 09:28:37 |  |  | 
2026-04-16 09:28:42 |  |  | 
2026-04-16 09:28:47 |  |  | 
2026-04-16 09:28:52 |  |  | 
2026-04-16 09:28:57 |  |  | 
2026-04-16 09:29:02 |  |  | 
2026-04-16 09:29:08 |  |  | 
2026-04-16 09:29:13 |  |  | 
2026-04-16 09:29:18 |  |  | 
2026-04-16 09:29:23 |  |  | 
2026-04-16 09:29:28 |  |  | 
2026-04-16 09:29:34 |  |  | 
2026-04-16 09:29:39 |  |  | 
2026-04-16 09:29:44 |  |  | 
2026-04-16 09:29:49 |  |  | 
2026-04-16 09:29:54 |  |  | 
2026-04-16 09:29:59 |  |  | 
2026-04-16 09:30:05 |  |  | 
2026-04-16 09:30:10 |  |  | 
2026-04-16 09:30:15 |  |  | 
2026-04-16 09:30:20 |  |  | 
2026-04-16 09:30:25 |  |  | 
2026-04-16 09:30:31 |  |  | 
2026-04-16 09:30:36 |  |  | 
2026-04-16 09:30:41 |  |  | 
2026-04-16 09:30:46 |  |  | 
2026-04-16 09:30:51 |  |  | 
2026-04-16 09:30:56 |  |  | 
2026-04-16 09:31:02 |  |  | 
2026-04-16 09:31:07 |  |  | 
2026-04-16 09:31:12 |  |  | 
2026-04-16 09:31:17 |  |  | 
2026-04-16 09:31:22 |  |  | 
2026-04-16 09:31:28 |  |  | 
2026-04-16 09:31:33 |  |  | 
2026-04-16 09:31:38 |  |  | 
2026-04-16 09:31:43 |  |  | 
2026-04-16 09:31:48 |  |  | 
2026-04-16 09:31:53 |  |  | 
2026-04-16 09:31:59 |  |  | 
2026-04-16 09:32:04 |  |  | 
2026-04-16 09:32:09 |  |  | 
2026-04-16 09:32:14 |  |  | 
2026-04-16 09:32:19 |  |  | 
2026-04-16 09:32:25 |  |  | 
2026-04-16 09:32:30 |  |  | 
2026-04-16 09:32:35 |  |  | 
2026-04-16 09:32:40 |  |  | 
2026-04-16 09:32:45 |  |  | 
2026-04-16 09:32:50 |  |  | 
2026-04-16 09:32:56 |  |  | 
2026-04-16 09:33:01 |  |  | 
2026-04-16 09:33:06 |  |  | 
2026-04-16 09:33:11 |  |  | 
2026-04-16 09:33:16 |  |  | 
2026-04-16 09:33:22 |  |  | 
2026-04-16 09:33:27 |  |  | 
2026-04-16 09:33:32 |  |  | 
2026-04-16 09:33:37 |  |  | 
2026-04-16 09:33:42 |  |  | 
2026-04-16 09:33:48 |  |  | 
2026-04-16 09:33:53 |  |  | 
2026-04-16 09:33:58 |  |  | 
2026-04-16 09:34:03 |  |  | 
2026-04-16 09:34:08 |  |  | 
2026-04-16 09:34:13 |  |  | 
2026-04-16 09:34:19 |  |  | 
2026-04-16 09:34:24 |  |  | 
2026-04-16 09:34:29 |  |  | 
2026-04-16 09:34:34 |  |  | 
2026-04-16 09:34:39 |  |  | 
2026-04-16 09:34:45 |  |  | 
2026-04-16 09:34:50 |  |  | 
2026-04-16 09:34:55 |  |  | 
2026-04-16 09:35:00 |  |  | 
2026-04-16 09:35:05 |  |  | 
2026-04-16 09:35:10 |  |  | 
2026-04-16 09:35:16 |  |  | 
2026-04-16 09:35:21 |  |  | 
2026-04-16 09:35:26 |  |  | 
2026-04-16 09:35:31 |  |  | 
2026-04-16 09:35:36 |  |  | 
2026-04-16 09:35:42 |  |  | 
2026-04-16 09:35:47 |  |  | 
2026-04-16 09:35:52 |  |  | 
2026-04-16 09:35:57 |  |  | 
2026-04-16 09:36:02 |  |  | 
2026-04-16 09:36:08 |  |  | 
2026-04-16 09:36:13 |  |  | 
2026-04-16 09:36:18 |  |  | 
2026-04-16 09:36:23 |  |  | 
2026-04-16 09:36:28 |  |  | 
2026-04-16 09:36:33 |  |  | 
2026-04-16 09:36:39 |  |  | 
2026-04-16 09:36:44 |  |  | 
2026-04-16 09:36:49 |  |  | 
2026-04-16 09:36:54 |  |  | 
2026-04-16 09:36:59 |  |  | 
2026-04-16 09:37:04 |  |  | 
2026-04-16 09:37:10 |  |  | 
2026-04-16 09:37:15 |  |  | 
2026-04-16 09:37:20 |  |  | 
2026-04-16 09:37:25 |  |  | 
2026-04-16 09:37:30 |  |  | 
2026-04-16 09:37:36 |  |  | 
2026-04-16 09:37:41 |  |  | 
2026-04-16 09:37:46 |  |  | 
2026-04-16 09:37:51 |  |  | 
2026-04-16 09:37:56 |  |  | 
2026-04-16 09:38:02 |  |  | 
2026-04-16 09:38:07 |  |  | 
2026-04-16 09:38:12 |  |  | 
2026-04-16 09:38:17 |  |  | 
2026-04-16 09:38:22 |  |  | 
2026-04-16 09:38:27 |  |  | 
2026-04-16 09:38:33 |  |  | 
2026-04-16 09:38:38 |  |  | 
2026-04-16 09:38:43 |  |  | 
2026-04-16 09:38:48 |  |  | 
2026-04-16 09:38:53 |  |  | 
2026-04-16 09:38:59 |  |  | 
2026-04-16 09:39:04 |  |  | 
2026-04-16 09:39:09 |  |  | 
2026-04-16 09:39:14 |  |  | 
2026-04-16 09:39:19 |  |  | 
2026-04-16 09:39:25 |  |  | 
2026-04-16 09:39:30 |  |  | 
2026-04-16 09:39:35 |  |  | 
2026-04-16 09:39:40 |  |  | 
2026-04-16 09:39:45 |  |  | 
2026-04-16 09:39:50 |  |  | 
2026-04-16 09:39:56 |  |  | 
2026-04-16 09:40:01 |  |  | 
2026-04-16 09:40:06 |  |  | 
2026-04-16 09:40:11 |  |  | 
2026-04-16 09:40:16 |  |  | 
2026-04-16 09:40:22 |  |  | 
2026-04-16 09:40:27 |  |  | 
2026-04-16 09:40:32 |  |  | 
2026-04-16 09:40:37 |  |  | 
2026-04-16 09:40:42 |  |  | 
2026-04-16 09:40:47 |  |  | 
2026-04-16 09:40:53 |  |  | 
2026-04-16 09:40:58 |  |  | 
2026-04-16 09:41:03 |  |  | 
2026-04-16 09:41:08 |  |  | 
2026-04-16 09:41:13 |  |  | 
2026-04-16 09:41:19 |  |  | 
2026-04-16 09:41:24 |  |  | 
2026-04-16 09:41:29 |  |  | 
2026-04-16 09:41:34 |  |  | 
2026-04-16 09:41:39 |  |  | 
2026-04-16 09:41:44 |  |  | 
2026-04-16 09:41:50 |  |  | 
2026-04-16 09:41:55 |  |  | 
2026-04-16 09:42:00 |  |  | 
2026-04-16 09:42:05 |  |  | 
2026-04-16 09:42:10 |  |  | 
2026-04-16 09:42:15 |  |  | 
2026-04-16 09:42:21 |  |  | 
2026-04-16 09:42:26 |  |  | 
2026-04-16 09:42:31 |  |  | 
2026-04-16 09:42:36 |  |  | 
2026-04-16 09:42:41 |  |  | 
2026-04-16 09:42:47 |  |  | 
2026-04-16 09:42:52 |  |  | 
2026-04-16 09:42:57 |  |  | 
2026-04-16 09:43:02 |  |  | 
2026-04-16 09:43:07 |  |  | 
2026-04-16 09:43:12 |  |  | 
2026-04-16 09:43:18 |  |  | 
2026-04-16 09:43:23 |  |  | 
2026-04-16 09:43:28 |  |  | 
2026-04-16 09:43:33 |  |  | 
2026-04-16 09:43:38 |  |  | 
2026-04-16 09:43:44 |  |  | 
2026-04-16 09:43:49 |  |  | 
2026-04-16 09:43:54 |  |  | 
2026-04-16 09:43:59 |  |  | 
2026-04-16 09:44:04 |  |  | 
2026-04-16 09:44:09 |  |  | 
2026-04-16 09:44:15 |  |  | 
2026-04-16 09:44:20 |  |  | 
2026-04-16 09:44:25 |  |  | 
2026-04-16 09:44:30 |  |  | 
2026-04-16 09:44:35 |  |  | 
2026-04-16 09:44:41 |  |  | 
2026-04-16 09:44:46 |  |  | 
2026-04-16 09:44:51 |  |  | 
2026-04-16 09:44:56 |  |  | 
2026-04-16 09:45:01 |  |  | 
2026-04-16 09:45:06 |  |  | 
2026-04-16 09:45:12 |  |  | 
2026-04-16 09:45:17 |  |  | 
2026-04-16 09:45:22 |  |  | 
2026-04-16 09:45:27 |  |  | 
2026-04-16 09:45:32 |  |  | 
2026-04-16 09:45:38 |  |  | 
2026-04-16 09:45:43 |  |  | 
2026-04-16 09:45:48 |  |  | 
2026-04-16 09:45:53 |  |  | 
2026-04-16 09:45:58 |  |  | 
2026-04-16 09:46:04 |  |  | 
2026-04-16 09:46:09 |  |  | 
2026-04-16 09:46:14 |  |  | 
2026-04-16 09:46:19 |  |  | 
2026-04-16 09:46:24 |  |  | 
2026-04-16 09:46:29 |  |  | 
2026-04-16 09:46:35 |  |  | 
2026-04-16 09:46:40 |  |  | 
2026-04-16 09:46:45 |  |  | 
2026-04-16 09:46:50 |  |  | 
2026-04-16 09:46:55 |  |  | 
2026-04-16 09:47:00 |  |  | 
2026-04-16 09:47:06 |  |  | 
2026-04-16 09:47:11 |  |  | 
2026-04-16 09:47:16 |  |  | 
2026-04-16 09:47:21 |  |  | 
2026-04-16 09:47:26 |  |  | 
2026-04-16 09:47:32 |  |  | 
2026-04-16 09:47:37 |  |  | 
2026-04-16 09:47:42 |  |  | 
2026-04-16 09:47:47 |  |  | 
2026-04-16 09:47:52 |  |  | 
2026-04-16 09:47:57 |  |  | 
2026-04-16 09:48:03 |  |  | 
2026-04-16 09:48:08 |  |  | 
2026-04-16 09:48:13 |  |  | 
2026-04-16 09:48:18 |  |  | 
2026-04-16 09:48:24 |  |  | 
2026-04-16 09:48:29 |  |  | 
2026-04-16 09:48:34 |  |  | 
2026-04-16 09:48:39 |  |  | 
2026-04-16 09:48:44 |  |  | 
2026-04-16 09:48:49 |  |  | 
2026-04-16 09:48:55 |  |  | 
2026-04-16 09:49:00 |  |  | 
2026-04-16 09:49:05 |  |  | 
2026-04-16 09:49:10 |  |  | 
2026-04-16 09:49:15 |  |  | 
2026-04-16 09:49:21 |  |  | 
2026-04-16 09:49:26 |  |  | 
2026-04-16 09:49:31 |  |  | 
2026-04-16 09:49:36 |  |  | 
2026-04-16 09:49:41 |  |  | 
2026-04-16 09:49:46 |  |  | 
2026-04-16 09:49:52 |  |  | 
2026-04-16 09:49:57 |  |  | 
2026-04-16 09:50:02 |  |  | 
2026-04-16 09:50:07 |  |  | 
2026-04-16 09:50:12 |  |  | 
2026-04-16 09:50:18 |  |  | 
2026-04-16 09:50:23 |  |  | 
2026-04-16 09:50:28 |  |  | 
2026-04-16 09:50:33 |  |  | 
2026-04-16 09:50:38 |  |  | 
2026-04-16 09:50:43 |  |  | 
2026-04-16 09:50:49 |  |  | 
2026-04-16 09:50:54 |  |  | 
2026-04-16 09:50:59 |  |  | 
2026-04-16 09:51:04 |  |  | 
2026-04-16 09:51:09 |  |  | 
2026-04-16 09:51:15 |  |  | 
2026-04-16 09:51:20 |  |  | 
2026-04-16 09:51:25 |  |  | 
2026-04-16 09:51:30 |  |  | 
2026-04-16 09:51:35 |  |  | 
2026-04-16 09:51:41 |  |  | 
2026-04-16 09:51:46 |  |  | 
2026-04-16 09:51:51 |  |  | 
2026-04-16 09:51:56 |  |  | 
2026-04-16 09:52:01 |  |  | 
2026-04-16 09:52:06 |  |  | 
2026-04-16 09:52:12 |  |  | 
2026-04-16 09:52:17 |  |  | 
2026-04-16 09:52:22 |  |  | 
2026-04-16 09:52:27 |  |  | 
2026-04-16 09:52:32 |  |  | 
2026-04-16 09:52:38 |  |  | 
2026-04-16 09:52:43 |  |  | 
2026-04-16 09:52:48 |  |  | 
2026-04-16 09:52:53 |  |  | 
2026-04-16 09:52:58 |  |  | 
2026-04-16 09:53:03 |  |  | 
2026-04-16 09:53:09 |  |  | 
2026-04-16 09:53:14 |  |  | 
2026-04-16 09:53:19 |  |  | 
2026-04-16 09:53:24 |  |  | 
2026-04-16 09:53:29 |  |  | 
2026-04-16 09:53:35 |  |  | 
2026-04-16 09:53:40 |  |  | 
2026-04-16 09:53:45 |  |  | 
2026-04-16 09:53:50 |  |  | 
2026-04-16 09:53:55 |  |  | 
2026-04-16 09:54:00 |  |  | 
2026-04-16 09:54:06 |  |  | 
2026-04-16 09:54:11 |  |  | 
2026-04-16 09:54:16 |  |  | 
2026-04-16 09:54:21 |  |  | 
2026-04-16 09:54:26 |  |  | 
2026-04-16 09:54:31 |  |  | 
2026-04-16 09:54:37 |  |  | 
2026-04-16 09:54:42 |  |  | 
2026-04-16 09:54:47 |  |  | 
2026-04-16 09:54:52 |  |  | 
2026-04-16 09:54:57 |  |  | 
2026-04-16 09:55:03 |  |  | 
2026-04-16 09:55:08 |  |  | 
2026-04-16 09:55:13 |  |  | 
2026-04-16 09:55:18 |  |  | 
2026-04-16 09:55:23 |  |  | 
2026-04-16 09:55:29 |  |  | 
2026-04-16 09:55:34 |  |  | 
2026-04-16 09:55:39 |  |  | 
2026-04-16 09:55:44 |  |  | 
2026-04-16 09:55:49 |  |  | 
2026-04-16 09:55:55 |  |  | 
2026-04-16 09:56:00 |  |  | 
2026-04-16 09:56:05 |  |  | 
2026-04-16 09:56:10 |  |  | 
2026-04-16 09:56:15 |  |  | 
2026-04-16 09:56:20 |  |  | 
2026-04-16 09:56:26 |  |  | 
2026-04-16 09:56:31 |  |  | 
2026-04-16 09:56:36 |  |  | 
2026-04-16 09:56:41 |  |  | 
2026-04-16 09:56:46 |  |  | 
2026-04-16 09:56:52 |  |  | 
2026-04-16 09:56:57 |  |  | 
2026-04-16 09:57:02 |  |  | 
2026-04-16 09:57:07 |  |  | 
2026-04-16 09:57:12 |  |  | 
2026-04-16 09:57:17 |  |  | 
2026-04-16 09:57:23 |  |  | 
2026-04-16 09:57:28 |  |  | 
2026-04-16 09:57:33 |  |  | 
2026-04-16 09:57:38 |  |  | 
2026-04-16 09:57:43 |  |  | 
2026-04-16 09:57:49 |  |  | 
2026-04-16 09:57:54 |  |  | 
2026-04-16 09:57:59 |  |  | 
2026-04-16 09:58:04 |  |  | 
2026-04-16 09:58:09 |  |  | 
2026-04-16 09:58:14 |  |  | 
2026-04-16 09:58:20 |  |  | 
2026-04-16 09:58:25 |  |  | 
2026-04-16 09:58:30 |  |  | 
2026-04-16 09:58:35 |  |  | 
2026-04-16 09:58:40 |  |  | 
2026-04-16 09:58:45 |  |  | 
2026-04-16 09:58:51 |  |  | 
2026-04-16 09:58:56 |  |  | 
2026-04-16 09:59:01 |  |  | 
2026-04-16 09:59:06 |  |  | 
2026-04-16 09:59:11 |  |  | 
2026-04-16 09:59:17 |  |  | 
2026-04-16 09:59:22 |  |  | 
2026-04-16 09:59:27 |  |  | 
2026-04-16 09:59:32 |  |  | 
2026-04-16 09:59:37 |  |  | 
2026-04-16 09:59:43 |  |  | 
2026-04-16 09:59:48 |  |  | 
2026-04-16 09:59:53 |  |  | 
2026-04-16 09:59:58 |  |  | 
2026-04-16 10:00:03 |  |  | 
2026-04-16 10:00:09 |  |  | 
2026-04-16 10:00:14 |  |  | 
2026-04-16 10:00:19 |  |  | 
2026-04-16 10:00:24 |  |  | 
2026-04-16 10:00:29 |  |  | 
2026-04-16 10:00:34 |  |  | 
2026-04-16 10:00:40 |  |  | 
2026-04-16 10:00:45 |  |  | 
2026-04-16 10:00:50 |  |  | 
2026-04-16 10:00:55 |  |  | 
2026-04-16 10:01:00 |  |  | 
2026-04-16 10:01:06 |  |  | 
2026-04-16 10:01:11 |  |  | 
2026-04-16 10:01:16 |  |  | 
2026-04-16 10:01:21 |  |  | 
2026-04-16 10:01:26 |  |  | 
2026-04-16 10:01:31 |  |  | 
2026-04-16 10:01:37 |  |  | 
2026-04-16 10:01:42 |  |  | 
2026-04-16 10:01:47 |  |  | 
2026-04-16 10:01:52 |  |  | 
2026-04-16 10:01:57 |  |  | 
2026-04-16 10:02:03 |  |  | 
2026-04-16 10:02:08 |  |  | 
2026-04-16 10:02:13 |  |  | 
2026-04-16 10:02:18 |  |  | 
2026-04-16 10:02:23 |  |  | 
2026-04-16 10:02:29 |  |  | 
2026-04-16 10:02:34 |  |  | 
2026-04-16 10:02:39 |  |  | 
2026-04-16 10:02:44 |  |  | 
2026-04-16 10:02:49 |  |  | 
2026-04-16 10:02:54 |  |  | 
2026-04-16 10:03:00 |  |  | 
2026-04-16 10:03:05 |  |  | 
2026-04-16 10:03:10 |  |  | 
2026-04-16 10:03:15 |  |  | 
2026-04-16 10:03:20 |  |  | 
2026-04-16 10:03:26 |  |  | 
2026-04-16 10:03:31 |  |  | 
2026-04-16 10:03:36 |  |  | 
2026-04-16 10:03:41 |  |  | 
2026-04-16 10:03:46 |  |  | 
2026-04-16 10:03:51 |  |  | 
2026-04-16 10:03:57 |  |  | 
2026-04-16 10:04:02 |  |  | 
2026-04-16 10:04:07 |  |  | 
2026-04-16 10:04:12 |  |  | 
2026-04-16 10:04:17 |  |  | 
2026-04-16 10:04:23 |  |  | 
2026-04-16 10:04:28 |  |  | 
2026-04-16 10:04:33 |  |  | 
2026-04-16 10:04:38 |  |  | 
2026-04-16 10:04:43 |  |  | 
2026-04-16 10:04:48 |  |  | 
2026-04-16 10:04:54 |  |  | 
2026-04-16 10:04:59 |  |  | 
2026-04-16 10:05:04 |  |  | 
2026-04-16 10:05:09 |  |  | 
2026-04-16 10:05:14 |  |  | 
2026-04-16 10:05:20 |  |  | 
2026-04-16 10:05:25 |  |  | 
2026-04-16 10:05:30 |  |  | 
2026-04-16 10:05:35 |  |  | 
2026-04-16 10:05:40 |  |  | 
2026-04-16 10:05:45 |  |  | 
2026-04-16 10:05:51 |  |  | 
2026-04-16 10:05:56 |  |  | 
2026-04-16 10:06:01 |  |  | 
2026-04-16 10:06:06 |  |  | 
2026-04-16 10:06:11 |  |  | 
2026-04-16 10:06:17 |  |  | 
2026-04-16 10:06:22 |  |  | 
2026-04-16 10:06:27 |  |  | 
2026-04-16 10:06:32 |  |  | 
2026-04-16 10:06:37 |  |  | 
2026-04-16 10:06:42 |  |  | 
2026-04-16 10:06:48 |  |  | 
2026-04-16 10:06:53 |  |  | 
2026-04-16 10:06:58 |  |  | 
2026-04-16 10:07:03 |  |  | 
2026-04-16 10:07:08 |  |  | 
2026-04-16 10:07:14 |  |  | 
2026-04-16 10:07:19 |  |  | 
2026-04-16 10:07:24 |  |  | 
2026-04-16 10:07:29 |  |  | 
2026-04-16 10:07:34 |  |  | 
2026-04-16 10:07:39 |  |  | 
2026-04-16 10:07:45 |  |  | 
2026-04-16 10:07:50 |  |  | 
2026-04-16 10:07:55 |  |  | 
2026-04-16 10:08:00 |  |  | 
2026-04-16 10:08:05 |  |  | 
2026-04-16 10:08:11 |  |  | 
2026-04-16 10:08:16 |  |  | 
2026-04-16 10:08:21 |  |  | 
2026-04-16 10:08:26 |  |  | 
2026-04-16 10:08:31 |  |  | 
2026-04-16 10:08:37 |  |  | 
2026-04-16 10:08:42 |  |  | 
2026-04-16 10:08:47 |  |  | 
2026-04-16 10:08:52 |  |  | 
2026-04-16 10:08:57 |  |  | 
2026-04-16 10:09:02 |  |  | 
2026-04-16 10:09:08 |  |  | 
2026-04-16 10:09:13 |  |  | 
2026-04-16 10:09:18 |  |  | 
2026-04-16 10:09:23 |  |  | 
2026-04-16 10:09:28 |  |  | 
2026-04-16 10:09:33 |  |  | 
2026-04-16 10:09:39 |  |  | 
2026-04-16 10:09:44 |  |  | 
2026-04-16 10:09:49 |  |  | 
2026-04-16 10:09:54 |  |  | 
2026-04-16 10:09:59 |  |  | 
2026-04-16 10:10:05 |  |  | 
2026-04-16 10:10:10 |  |  | 
2026-04-16 10:10:15 |  |  | 
2026-04-16 10:10:20 |  |  | 
2026-04-16 10:10:25 |  |  | 
2026-04-16 10:10:30 |  |  | 
2026-04-16 10:10:36 |  |  | 
2026-04-16 10:10:41 |  |  | 
2026-04-16 10:10:46 |  |  | 
2026-04-16 10:10:51 |  |  | 
2026-04-16 10:10:56 |  |  | 
2026-04-16 10:11:02 |  |  | 
2026-04-16 10:11:07 |  |  | 
2026-04-16 10:11:12 |  |  | 
2026-04-16 10:11:17 |  |  | 
2026-04-16 10:11:22 |  |  | 
2026-04-16 10:11:27 |  |  | 
2026-04-16 10:11:33 |  |  | 
2026-04-16 10:11:38 |  |  | 
2026-04-16 10:11:43 |  |  | 
2026-04-16 10:11:48 |  |  | 
2026-04-16 10:11:53 |  |  | 
2026-04-16 10:11:59 |  |  | 
2026-04-16 10:12:04 |  |  | 
2026-04-16 10:12:09 |  |  | 
2026-04-16 10:12:14 |  |  | 
2026-04-16 10:12:19 |  |  | 
2026-04-16 10:12:24 |  |  | 
2026-04-16 10:12:30 |  |  | 
2026-04-16 10:12:35 |  |  | 
2026-04-16 10:12:40 |  |  | 
2026-04-16 10:12:45 |  |  | 
2026-04-16 10:12:50 |  |  | 
2026-04-16 10:12:56 |  |  | 
2026-04-16 10:13:01 |  |  | 
2026-04-16 10:13:06 |  |  | 
2026-04-16 10:13:11 |  |  | 
2026-04-16 10:13:16 |  |  | 
2026-04-16 10:13:21 |  |  | 
2026-04-16 10:13:27 |  |  | 
2026-04-16 10:13:32 |  |  | 
2026-04-16 10:13:37 |  |  | 
2026-04-16 10:13:42 |  |  | 
2026-04-16 10:13:47 |  |  | 
2026-04-16 10:13:53 |  |  | 
2026-04-16 10:13:58 |  |  | 
2026-04-16 10:14:03 |  |  | 
2026-04-16 10:14:08 |  |  | 
2026-04-16 10:14:13 |  |  | 
2026-04-16 10:14:18 |  |  | 
2026-04-16 10:14:24 |  |  | 
2026-04-16 10:14:29 |  |  | 
2026-04-16 10:14:34 |  |  | 
2026-04-16 10:14:39 |  |  | 
2026-04-16 10:14:44 |  |  | 
2026-04-16 10:14:50 |  |  | 
2026-04-16 10:14:55 |  |  | 
2026-04-16 10:15:00 |  |  | 
2026-04-16 10:15:05 |  |  | 
2026-04-16 10:15:10 |  |  | 
2026-04-16 10:15:15 |  |  | 
2026-04-16 10:15:21 |  |  | 
2026-04-16 10:15:26 |  |  | 
2026-04-16 10:15:31 |  |  | 
2026-04-16 10:15:36 |  |  | 
2026-04-16 10:15:41 |  |  | 
2026-04-16 10:15:46 |  |  | 
2026-04-16 10:15:52 |  |  | 
2026-04-16 10:15:57 |  |  | 
2026-04-16 10:16:02 |  |  | 
2026-04-16 10:16:07 |  |  | 
2026-04-16 10:16:12 |  |  | 
2026-04-16 10:16:18 |  |  | 
2026-04-16 10:16:23 |  |  | 
2026-04-16 10:16:28 |  |  | 
2026-04-16 10:16:33 |  |  | 
2026-04-16 10:16:38 |  |  | 
2026-04-16 10:16:43 |  |  | 
2026-04-16 10:16:49 |  |  | 
2026-04-16 10:16:54 |  |  | 
2026-04-16 10:16:59 |  |  | 
2026-04-16 10:17:04 |  |  | 
2026-04-16 10:17:09 |  |  | 
2026-04-16 10:17:15 |  |  | 
2026-04-16 10:17:20 |  |  | 
2026-04-16 10:17:25 |  |  | 
2026-04-16 10:17:30 |  |  | 
2026-04-16 10:17:35 |  |  | 
2026-04-16 10:17:40 |  |  | 
2026-04-16 10:17:46 |  |  | 
2026-04-16 10:17:51 |  |  | 
2026-04-16 10:17:56 |  |  | 
2026-04-16 10:18:01 |  |  | 
2026-04-16 10:18:06 |  |  | 
2026-04-16 10:18:12 |  |  | 
2026-04-16 10:18:17 |  |  | 
2026-04-16 10:18:22 |  |  | 
2026-04-16 10:18:27 |  |  | 
2026-04-16 10:18:32 |  |  | 
2026-04-16 10:18:37 |  |  | 
2026-04-16 10:18:43 |  |  | 
2026-04-16 10:18:48 |  |  | 
2026-04-16 10:18:53 |  |  | 
2026-04-16 10:18:58 |  |  | 
2026-04-16 10:19:03 |  |  | 
2026-04-16 10:19:09 |  |  | 
2026-04-16 10:19:14 |  |  | 
2026-04-16 10:19:19 |  |  | 
2026-04-16 10:19:24 |  |  | 
