心声冥想 App 内存监控日志
========================
包名：com.anonymous.soundtherapyapp
进程 ID: 8501
采样间隔：5秒
开始时间：2026-04-16 07:25:05
========================

时间戳 | PSS Total(MB) | Private Dirty(MB) | Heap Size(MB)
2026-04-16 11:49:25 |  |  | 
2026-04-16 11:49:30 |  |  | 
2026-04-16 11:49:35 |  |  | 
2026-04-16 11:49:41 |  |  | 
2026-04-16 11:49:46 |  |  | 
2026-04-16 11:49:51 |  |  | 
2026-04-16 11:49:56 |  |  | 
2026-04-16 11:50:01 |  |  | 
2026-04-16 11:50:07 |  |  | 
2026-04-16 11:50:12 |  |  | 
2026-04-16 11:50:17 |  |  | 
2026-04-16 11:50:22 |  |  | 
2026-04-16 11:50:27 |  |  | 
2026-04-16 11:50:32 |  |  | 
2026-04-16 11:50:38 |  |  | 
2026-04-16 11:50:43 |  |  | 
2026-04-16 11:50:48 |  |  | 
2026-04-16 11:50:53 |  |  | 
2026-04-16 11:50:58 |  |  | 
2026-04-16 11:51:03 |  |  | 
2026-04-16 11:51:09 |  |  | 
2026-04-16 11:51:14 |  |  | 
2026-04-16 11:51:19 |  |  | 
2026-04-16 11:51:24 |  |  | 
2026-04-16 11:51:29 |  |  | 
2026-04-16 11:51:34 |  |  | 
2026-04-16 11:51:40 |  |  | 
2026-04-16 11:51:45 |  |  | 
2026-04-16 11:51:50 |  |  | 
2026-04-16 11:51:55 |  |  | 
2026-04-16 11:52:00 |  |  | 
2026-04-16 11:52:05 |  |  | 
2026-04-16 11:52:11 |  |  | 
2026-04-16 11:52:16 |  |  | 
2026-04-16 11:52:21 |  |  | 
2026-04-16 11:52:26 |  |  | 
2026-04-16 11:52:31 |  |  | 
2026-04-16 11:52:37 |  |  | 
2026-04-16 11:52:42 |  |  | 
2026-04-16 11:52:47 |  |  | 
2026-04-16 11:52:52 |  |  | 
2026-04-16 11:52:57 |  |  | 
2026-04-16 11:53:02 |  |  | 
2026-04-16 11:53:08 |  |  | 
2026-04-16 11:53:13 |  |  | 
2026-04-16 11:53:18 |  |  | 
2026-04-16 11:53:23 |  |  | 
2026-04-16 11:53:28 |  |  | 
2026-04-16 11:53:33 |  |  | 
2026-04-16 11:53:39 |  |  | 
2026-04-16 11:53:44 |  |  | 
2026-04-16 11:53:49 |  |  | 
2026-04-16 11:53:54 |  |  | 
2026-04-16 11:53:59 |  |  | 
2026-04-16 11:54:05 |  |  | 
2026-04-16 11:54:10 |  |  | 
2026-04-16 11:54:15 |  |  | 
2026-04-16 11:54:20 |  |  | 
2026-04-16 11:54:25 |  |  | 
2026-04-16 11:54:30 |  |  | 
2026-04-16 11:54:36 |  |  | 
2026-04-16 11:54:41 |  |  | 
2026-04-16 11:54:46 |  |  | 
2026-04-16 11:54:51 |  |  | 
2026-04-16 11:54:56 |  |  | 
2026-04-16 11:55:02 |  |  | 
2026-04-16 11:55:07 |  |  | 
2026-04-16 11:55:12 |  |  | 
2026-04-16 11:55:17 |  |  | 
2026-04-16 11:55:22 |  |  | 
2026-04-16 11:55:27 |  |  | 
2026-04-16 11:55:33 |  |  | 
2026-04-16 11:55:38 |  |  | 
2026-04-16 11:55:43 |  |  | 
2026-04-16 11:55:48 |  |  | 
2026-04-16 11:55:53 |  |  | 
2026-04-16 11:55:58 |  |  | 
2026-04-16 11:56:04 |  |  | 
2026-04-16 11:56:09 |  |  | 
2026-04-16 11:56:14 |  |  | 
2026-04-16 11:56:19 |  |  | 
2026-04-16 11:56:24 |  |  | 
2026-04-16 11:56:30 |  |  | 
2026-04-16 11:56:35 |  |  | 
2026-04-16 11:56:40 |  |  | 
2026-04-16 11:56:45 |  |  | 
2026-04-16 11:56:50 |  |  | 
2026-04-16 11:56:55 |  |  | 
2026-04-16 11:57:01 |  |  | 
2026-04-16 11:57:06 |  |  | 
2026-04-16 11:57:11 |  |  | 
2026-04-16 11:57:16 |  |  | 
2026-04-16 11:57:21 |  |  | 
2026-04-16 11:57:26 |  |  | 
2026-04-16 11:57:32 |  |  | 
2026-04-16 11:57:37 |  |  | 
2026-04-16 11:57:42 |  |  | 
2026-04-16 11:57:47 |  |  | 
2026-04-16 11:57:52 |  |  | 
2026-04-16 11:57:57 |  |  | 
2026-04-16 11:58:03 |  |  | 
2026-04-16 11:58:08 |  |  | 
2026-04-16 11:58:13 |  |  | 
2026-04-16 11:58:18 |  |  | 
2026-04-16 11:58:23 |  |  | 
2026-04-16 11:58:29 |  |  | 
2026-04-16 11:58:34 |  |  | 
2026-04-16 11:58:39 |  |  | 
2026-04-16 11:58:44 |  |  | 
2026-04-16 11:58:49 |  |  | 
2026-04-16 11:58:54 |  |  | 
2026-04-16 11:59:00 |  |  | 
2026-04-16 11:59:05 |  |  | 
2026-04-16 11:59:10 |  |  | 
2026-04-16 11:59:15 |  |  | 
2026-04-16 11:59:20 |  |  | 
2026-04-16 11:59:26 |  |  | 
2026-04-16 11:59:31 |  |  | 
2026-04-16 11:59:36 |  |  | 
2026-04-16 11:59:41 |  |  | 
2026-04-16 11:59:46 |  |  | 
2026-04-16 11:59:51 |  |  | 
2026-04-16 11:59:57 |  |  | 
2026-04-16 12:00:02 |  |  | 
2026-04-16 12:00:07 |  |  | 
2026-04-16 12:00:12 |  |  | 
2026-04-16 12:00:17 |  |  | 
2026-04-16 12:00:22 |  |  | 
2026-04-16 12:00:28 |  |  | 
2026-04-16 12:00:33 |  |  | 
2026-04-16 12:00:38 |  |  | 
2026-04-16 12:00:43 |  |  | 
2026-04-16 12:00:48 |  |  | 
2026-04-16 12:00:54 |  |  | 
2026-04-16 12:00:59 |  |  | 
2026-04-16 12:01:04 |  |  | 
2026-04-16 12:01:09 |  |  | 
2026-04-16 12:01:14 |  |  | 
2026-04-16 12:01:19 |  |  | 
2026-04-16 12:01:25 |  |  | 
2026-04-16 12:01:30 |  |  | 
2026-04-16 12:01:35 |  |  | 
2026-04-16 12:01:40 |  |  | 
2026-04-16 12:01:45 |  |  | 
2026-04-16 12:01:50 |  |  | 
2026-04-16 12:01:56 |  |  | 
2026-04-16 12:02:01 |  |  | 
2026-04-16 12:02:06 |  |  | 
2026-04-16 12:02:11 |  |  | 
2026-04-16 12:02:16 |  |  | 
2026-04-16 12:02:22 |  |  | 
2026-04-16 12:02:27 |  |  | 
2026-04-16 12:02:32 |  |  | 
2026-04-16 12:02:37 |  |  | 
2026-04-16 12:02:42 |  |  | 
2026-04-16 12:02:47 |  |  | 
2026-04-16 12:02:53 |  |  | 
2026-04-16 12:02:58 |  |  | 
2026-04-16 12:03:03 |  |  | 
2026-04-16 12:03:08 |  |  | 
2026-04-16 12:03:13 |  |  | 
2026-04-16 12:03:19 |  |  | 
2026-04-16 12:03:24 |  |  | 
2026-04-16 12:03:29 |  |  | 
2026-04-16 12:03:34 |  |  | 
2026-04-16 12:03:39 |  |  | 
2026-04-16 12:03:44 |  |  | 
2026-04-16 12:03:50 |  |  | 
2026-04-16 12:03:55 |  |  | 
2026-04-16 12:04:00 |  |  | 
2026-04-16 12:04:05 |  |  | 
2026-04-16 12:04:10 |  |  | 
2026-04-16 12:04:15 |  |  | 
2026-04-16 12:04:21 |  |  | 
2026-04-16 12:04:26 |  |  | 
2026-04-16 12:04:31 |  |  | 
2026-04-16 12:04:36 |  |  | 
2026-04-16 12:04:41 |  |  | 
2026-04-16 12:04:46 |  |  | 
2026-04-16 12:04:52 |  |  | 
2026-04-16 12:04:57 |  |  | 
2026-04-16 12:05:02 |  |  | 
2026-04-16 12:05:07 |  |  | 
2026-04-16 12:05:12 |  |  | 
2026-04-16 12:05:18 |  |  | 
2026-04-16 12:05:23 |  |  | 
2026-04-16 12:05:28 |  |  | 
2026-04-16 12:05:33 |  |  | 
2026-04-16 12:05:38 |  |  | 
2026-04-16 12:05:43 |  |  | 
2026-04-16 12:05:49 |  |  | 
2026-04-16 12:05:54 |  |  | 
2026-04-16 12:05:59 |  |  | 
2026-04-16 12:06:04 |  |  | 
2026-04-16 12:06:09 |  |  | 
2026-04-16 12:06:14 |  |  | 
2026-04-16 12:06:20 |  |  | 
2026-04-16 12:06:25 |  |  | 
2026-04-16 12:06:30 |  |  | 
2026-04-16 12:06:35 |  |  | 
2026-04-16 12:06:40 |  |  | 
2026-04-16 12:06:46 |  |  | 
2026-04-16 12:06:51 |  |  | 
2026-04-16 12:06:56 |  |  | 
2026-04-16 12:07:01 |  |  | 
2026-04-16 12:07:06 |  |  | 
2026-04-16 12:07:11 |  |  | 
2026-04-16 12:07:17 |  |  | 
2026-04-16 12:07:22 |  |  | 
2026-04-16 12:07:27 |  |  | 
2026-04-16 12:07:32 |  |  | 
2026-04-16 12:07:37 |  |  | 
2026-04-16 12:07:43 |  |  | 
2026-04-16 12:07:48 |  |  | 
2026-04-16 12:07:53 |  |  | 
2026-04-16 12:07:58 |  |  | 
2026-04-16 12:08:03 |  |  | 
2026-04-16 12:08:08 |  |  | 
2026-04-16 12:08:14 |  |  | 
2026-04-16 12:08:19 |  |  | 
2026-04-16 12:08:24 |  |  | 
2026-04-16 12:08:29 |  |  | 
2026-04-16 12:08:34 |  |  | 
2026-04-16 12:08:40 |  |  | 
2026-04-16 12:08:45 |  |  | 
2026-04-16 12:08:50 |  |  | 
2026-04-16 12:08:55 |  |  | 
2026-04-16 12:09:00 |  |  | 
2026-04-16 12:09:05 |  |  | 
2026-04-16 12:09:11 |  |  | 
2026-04-16 12:09:16 |  |  | 
2026-04-16 12:09:21 |  |  | 
2026-04-16 12:09:26 |  |  | 
2026-04-16 12:09:31 |  |  | 
2026-04-16 12:09:37 |  |  | 
2026-04-16 12:09:42 |  |  | 
2026-04-16 12:09:47 |  |  | 
2026-04-16 12:09:52 |  |  | 
2026-04-16 12:09:57 |  |  | 
2026-04-16 12:10:02 |  |  | 
2026-04-16 12:10:08 |  |  | 
2026-04-16 12:10:13 |  |  | 
2026-04-16 12:10:18 |  |  | 
2026-04-16 12:10:23 |  |  | 
2026-04-16 12:10:28 |  |  | 
2026-04-16 12:10:34 |  |  | 
2026-04-16 12:10:39 |  |  | 
2026-04-16 12:10:44 |  |  | 
2026-04-16 12:10:49 |  |  | 
2026-04-16 12:10:54 |  |  | 
2026-04-16 12:10:59 |  |  | 
2026-04-16 12:11:05 |  |  | 
2026-04-16 12:11:10 |  |  | 
2026-04-16 12:11:15 |  |  | 
2026-04-16 12:11:20 |  |  | 
2026-04-16 12:11:25 |  |  | 
2026-04-16 12:11:30 |  |  | 
2026-04-16 12:11:36 |  |  | 
2026-04-16 12:11:41 |  |  | 
2026-04-16 12:11:46 |  |  | 
2026-04-16 12:11:51 |  |  | 
2026-04-16 12:11:56 |  |  | 
2026-04-16 12:12:02 |  |  | 
2026-04-16 12:12:07 |  |  | 
2026-04-16 12:12:12 |  |  | 
2026-04-16 12:12:17 |  |  | 
2026-04-16 12:12:22 |  |  | 
2026-04-16 12:12:27 |  |  | 
2026-04-16 12:12:33 |  |  | 
2026-04-16 12:12:38 |  |  | 
2026-04-16 12:12:43 |  |  | 
2026-04-16 12:12:48 |  |  | 
2026-04-16 12:12:53 |  |  | 
2026-04-16 12:12:59 |  |  | 
2026-04-16 12:13:04 |  |  | 
2026-04-16 12:13:09 |  |  | 
2026-04-16 12:13:14 |  |  | 
2026-04-16 12:13:19 |  |  | 
2026-04-16 12:13:24 |  |  | 
2026-04-16 12:13:30 |  |  | 
2026-04-16 12:13:35 |  |  | 
2026-04-16 12:13:40 |  |  | 
2026-04-16 12:13:45 |  |  | 
2026-04-16 12:13:50 |  |  | 
2026-04-16 12:13:56 |  |  | 
2026-04-16 12:14:01 |  |  | 
2026-04-16 12:14:06 |  |  | 
2026-04-16 12:14:11 |  |  | 
2026-04-16 12:14:16 |  |  | 
2026-04-16 12:14:21 |  |  | 
2026-04-16 12:14:27 |  |  | 
2026-04-16 12:14:32 |  |  | 
2026-04-16 12:14:37 |  |  | 
2026-04-16 12:14:42 |  |  | 
2026-04-16 12:14:47 |  |  | 
2026-04-16 12:14:53 |  |  | 
2026-04-16 12:14:58 |  |  | 
2026-04-16 12:15:03 |  |  | 
2026-04-16 12:15:08 |  |  | 
2026-04-16 12:15:13 |  |  | 
2026-04-16 12:15:19 |  |  | 
2026-04-16 12:15:24 |  |  | 
2026-04-16 12:15:29 |  |  | 
2026-04-16 12:15:34 |  |  | 
2026-04-16 12:15:39 |  |  | 
2026-04-16 12:15:44 |  |  | 
2026-04-16 12:15:50 |  |  | 
2026-04-16 12:15:55 |  |  | 
2026-04-16 12:16:00 |  |  | 
2026-04-16 12:16:05 |  |  | 
2026-04-16 12:16:10 |  |  | 
2026-04-16 12:16:15 |  |  | 
2026-04-16 12:16:21 |  |  | 
2026-04-16 12:16:26 |  |  | 
2026-04-16 12:16:31 |  |  | 
2026-04-16 12:16:36 |  |  | 
2026-04-16 12:16:41 |  |  | 
2026-04-16 12:16:47 |  |  | 
2026-04-16 12:16:52 |  |  | 
2026-04-16 12:16:57 |  |  | 
2026-04-16 12:17:02 |  |  | 
2026-04-16 12:17:07 |  |  | 
2026-04-16 12:17:13 |  |  | 
2026-04-16 12:17:18 |  |  | 
2026-04-16 12:17:23 |  |  | 
2026-04-16 12:17:28 |  |  | 
2026-04-16 12:17:33 |  |  | 
2026-04-16 12:17:38 |  |  | 
2026-04-16 12:17:44 |  |  | 
2026-04-16 12:17:49 |  |  | 
2026-04-16 12:17:54 |  |  | 
2026-04-16 12:17:59 |  |  | 
2026-04-16 12:18:04 |  |  | 
2026-04-16 12:18:10 |  |  | 
2026-04-16 12:18:15 |  |  | 
2026-04-16 12:18:20 |  |  | 
2026-04-16 12:18:25 |  |  | 
2026-04-16 12:18:30 |  |  | 
2026-04-16 12:18:35 |  |  | 
2026-04-16 12:18:41 |  |  | 
2026-04-16 12:18:46 |  |  | 
2026-04-16 12:18:51 |  |  | 
2026-04-16 12:18:56 |  |  | 
2026-04-16 12:19:01 |  |  | 
2026-04-16 12:19:07 |  |  | 
2026-04-16 12:19:12 |  |  | 
2026-04-16 12:19:17 |  |  | 
2026-04-16 12:19:22 |  |  | 
2026-04-16 12:19:27 |  |  | 
2026-04-16 12:19:32 |  |  | 
2026-04-16 12:19:38 |  |  | 
2026-04-16 12:19:43 |  |  | 
2026-04-16 12:19:48 |  |  | 
2026-04-16 12:19:53 |  |  | 
2026-04-16 12:19:58 |  |  | 
2026-04-16 12:20:04 |  |  | 
2026-04-16 12:20:09 |  |  | 
2026-04-16 12:20:14 |  |  | 
2026-04-16 12:20:19 |  |  | 
2026-04-16 12:20:24 |  |  | 
2026-04-16 12:20:29 |  |  | 
2026-04-16 12:20:35 |  |  | 
2026-04-16 12:20:40 |  |  | 
2026-04-16 12:20:45 |  |  | 
2026-04-16 12:20:50 |  |  | 
2026-04-16 12:20:55 |  |  | 
2026-04-16 12:21:01 |  |  | 
2026-04-16 12:21:06 |  |  | 
2026-04-16 12:21:11 |  |  | 
2026-04-16 12:21:16 |  |  | 
2026-04-16 12:21:21 |  |  | 
2026-04-16 12:21:26 |  |  | 
2026-04-16 12:21:32 |  |  | 
2026-04-16 12:21:37 |  |  | 
2026-04-16 12:21:42 |  |  | 
2026-04-16 12:21:47 |  |  | 
2026-04-16 12:21:52 |  |  | 
2026-04-16 12:21:58 |  |  | 
2026-04-16 12:22:03 |  |  | 
2026-04-16 12:22:08 |  |  | 
2026-04-16 12:22:13 |  |  | 
2026-04-16 12:22:18 |  |  | 
2026-04-16 12:22:23 |  |  | 
2026-04-16 12:22:29 |  |  | 
2026-04-16 12:22:34 |  |  | 
2026-04-16 12:22:39 |  |  | 
2026-04-16 12:22:44 |  |  | 
2026-04-16 12:22:49 |  |  | 
2026-04-16 12:22:55 |  |  | 
2026-04-16 12:23:00 |  |  | 
2026-04-16 12:23:05 |  |  | 
2026-04-16 12:23:10 |  |  | 
2026-04-16 12:23:15 |  |  | 
2026-04-16 12:23:20 |  |  | 
2026-04-16 12:23:25 |  |  | 
2026-04-16 12:23:31 |  |  | 
2026-04-16 12:23:36 |  |  | 
2026-04-16 12:23:41 |  |  | 
2026-04-16 12:23:46 |  |  | 
2026-04-16 12:23:51 |  |  | 
2026-04-16 12:23:56 |  |  | 
2026-04-16 12:24:02 |  |  | 
2026-04-16 12:24:07 |  |  | 
2026-04-16 12:24:12 |  |  | 
2026-04-16 12:24:17 |  |  | 
2026-04-16 12:24:22 |  |  | 
2026-04-16 12:24:28 |  |  | 
2026-04-16 12:24:33 |  |  | 
2026-04-16 12:24:38 |  |  | 
2026-04-16 12:24:43 |  |  | 
2026-04-16 12:24:48 |  |  | 
2026-04-16 12:24:53 |  |  | 
2026-04-16 12:24:59 |  |  | 
2026-04-16 12:25:04 |  |  | 
2026-04-16 12:25:09 |  |  | 
2026-04-16 12:25:14 |  |  | 
2026-04-16 12:25:19 |  |  | 
2026-04-16 12:25:24 |  |  | 
2026-04-16 12:25:30 |  |  | 
2026-04-16 12:25:35 |  |  | 
2026-04-16 12:25:40 |  |  | 
2026-04-16 12:25:45 |  |  | 
2026-04-16 12:25:50 |  |  | 
2026-04-16 12:25:55 |  |  | 
2026-04-16 12:26:01 |  |  | 
2026-04-16 12:26:06 |  |  | 
2026-04-16 12:26:11 |  |  | 
2026-04-16 12:26:16 |  |  | 
2026-04-16 12:26:21 |  |  | 
2026-04-16 12:26:27 |  |  | 
2026-04-16 12:26:32 |  |  | 
2026-04-16 12:26:37 |  |  | 
2026-04-16 12:26:42 |  |  | 
2026-04-16 12:26:47 |  |  | 
2026-04-16 12:26:52 |  |  | 
2026-04-16 12:26:58 |  |  | 
2026-04-16 12:27:03 |  |  | 
2026-04-16 12:27:08 |  |  | 
2026-04-16 12:27:13 |  |  | 
2026-04-16 12:27:18 |  |  | 
2026-04-16 12:27:24 |  |  | 
2026-04-16 12:27:29 |  |  | 
2026-04-16 12:27:34 |  |  | 
2026-04-16 12:27:39 |  |  | 
2026-04-16 12:27:44 |  |  | 
2026-04-16 12:27:49 |  |  | 
2026-04-16 12:27:55 |  |  | 
2026-04-16 12:28:00 |  |  | 
2026-04-16 12:28:05 |  |  | 
2026-04-16 12:28:10 |  |  | 
2026-04-16 12:28:15 |  |  | 
2026-04-16 12:28:20 |  |  | 
2026-04-16 12:28:26 |  |  | 
2026-04-16 12:28:31 |  |  | 
2026-04-16 12:28:36 |  |  | 
2026-04-16 12:28:41 |  |  | 
2026-04-16 12:28:46 |  |  | 
2026-04-16 12:28:51 |  |  | 
2026-04-16 12:28:57 |  |  | 
2026-04-16 12:29:02 |  |  | 
2026-04-16 12:29:07 |  |  | 
2026-04-16 12:29:12 |  |  | 
2026-04-16 12:29:17 |  |  | 
2026-04-16 12:29:23 |  |  | 
2026-04-16 12:29:28 |  |  | 
2026-04-16 12:29:33 |  |  | 
2026-04-16 12:29:38 |  |  | 
2026-04-16 12:29:43 |  |  | 
2026-04-16 12:29:48 |  |  | 
2026-04-16 12:29:54 |  |  | 
2026-04-16 12:29:59 |  |  | 
2026-04-16 12:30:04 |  |  | 
2026-04-16 12:30:09 |  |  | 
2026-04-16 12:30:14 |  |  | 
2026-04-16 12:30:20 |  |  | 
2026-04-16 12:30:25 |  |  | 
2026-04-16 12:30:30 |  |  | 
2026-04-16 12:30:35 |  |  | 
2026-04-16 12:30:40 |  |  | 
2026-04-16 12:30:45 |  |  | 
2026-04-16 12:30:50 |  |  | 
2026-04-16 12:30:56 |  |  | 
2026-04-16 12:31:01 |  |  | 
2026-04-16 12:31:06 |  |  | 
2026-04-16 12:31:11 |  |  | 
2026-04-16 12:31:16 |  |  | 
2026-04-16 12:31:21 |  |  | 
2026-04-16 12:31:27 |  |  | 
2026-04-16 12:31:32 |  |  | 
2026-04-16 12:31:37 |  |  | 
2026-04-16 12:31:42 |  |  | 
2026-04-16 12:31:47 |  |  | 
2026-04-16 12:31:53 |  |  | 
2026-04-16 12:31:58 |  |  | 
2026-04-16 12:32:03 |  |  | 
2026-04-16 12:32:08 |  |  | 
2026-04-16 12:32:13 |  |  | 
2026-04-16 12:32:18 |  |  | 
2026-04-16 12:32:24 |  |  | 
2026-04-16 12:32:29 |  |  | 
2026-04-16 12:32:34 |  |  | 
2026-04-16 12:32:39 |  |  | 
2026-04-16 12:32:44 |  |  | 
2026-04-16 12:32:49 |  |  | 
2026-04-16 12:32:55 |  |  | 
2026-04-16 12:33:00 |  |  | 
2026-04-16 12:33:05 |  |  | 
2026-04-16 12:33:10 |  |  | 
2026-04-16 12:33:15 |  |  | 
2026-04-16 12:33:20 |  |  | 
2026-04-16 12:33:26 |  |  | 
2026-04-16 12:33:31 |  |  | 
2026-04-16 12:33:36 |  |  | 
2026-04-16 12:33:41 |  |  | 
2026-04-16 12:33:46 |  |  | 
2026-04-16 12:33:52 |  |  | 
2026-04-16 12:33:57 |  |  | 
2026-04-16 12:34:02 |  |  | 
2026-04-16 12:34:07 |  |  | 
2026-04-16 12:34:12 |  |  | 
2026-04-16 12:34:17 |  |  | 
2026-04-16 12:34:23 |  |  | 
2026-04-16 12:34:28 |  |  | 
2026-04-16 12:34:33 |  |  | 
2026-04-16 12:34:38 |  |  | 
2026-04-16 12:34:43 |  |  | 
2026-04-16 12:34:48 |  |  | 
2026-04-16 12:34:54 |  |  | 
2026-04-16 12:34:59 |  |  | 
2026-04-16 12:35:04 |  |  | 
2026-04-16 12:35:09 |  |  | 
2026-04-16 12:35:14 |  |  | 
2026-04-16 12:35:19 |  |  | 
2026-04-16 12:35:25 |  |  | 
2026-04-16 12:35:30 |  |  | 
2026-04-16 12:35:35 |  |  | 
2026-04-16 12:35:40 |  |  | 
2026-04-16 12:35:45 |  |  | 
2026-04-16 12:35:51 |  |  | 
2026-04-16 12:35:56 |  |  | 
2026-04-16 12:36:01 |  |  | 
2026-04-16 12:36:06 |  |  | 
2026-04-16 12:36:11 |  |  | 
2026-04-16 12:36:16 |  |  | 
2026-04-16 12:36:22 |  |  | 
2026-04-16 12:36:27 |  |  | 
2026-04-16 12:36:32 |  |  | 
2026-04-16 12:36:37 |  |  | 
2026-04-16 12:36:42 |  |  | 
2026-04-16 12:36:47 |  |  | 
2026-04-16 12:36:53 |  |  | 
2026-04-16 12:36:58 |  |  | 
2026-04-16 12:37:03 |  |  | 
2026-04-16 12:37:08 |  |  | 
2026-04-16 12:37:13 |  |  | 
2026-04-16 12:37:18 |  |  | 
2026-04-16 12:37:24 |  |  | 
2026-04-16 12:37:29 |  |  | 
2026-04-16 12:37:34 |  |  | 
2026-04-16 12:37:39 |  |  | 
2026-04-16 12:37:44 |  |  | 
2026-04-16 12:37:49 |  |  | 
2026-04-16 12:37:55 |  |  | 
2026-04-16 12:38:00 |  |  | 
2026-04-16 12:38:05 |  |  | 
2026-04-16 12:38:10 |  |  | 
2026-04-16 12:38:15 |  |  | 
2026-04-16 12:38:21 |  |  | 
2026-04-16 12:38:26 |  |  | 
2026-04-16 12:38:31 |  |  | 
2026-04-16 12:38:36 |  |  | 
2026-04-16 12:38:41 |  |  | 
2026-04-16 12:38:46 |  |  | 
2026-04-16 12:38:52 |  |  | 
2026-04-16 12:38:57 |  |  | 
2026-04-16 12:39:02 |  |  | 
2026-04-16 12:39:07 |  |  | 
2026-04-16 12:39:12 |  |  | 
2026-04-16 12:39:17 |  |  | 
2026-04-16 12:39:22 |  |  | 
2026-04-16 12:39:28 |  |  | 
2026-04-16 12:39:33 |  |  | 
2026-04-16 12:39:38 |  |  | 
2026-04-16 12:39:44 |  |  | 
2026-04-16 12:39:49 |  |  | 
2026-04-16 12:39:54 |  |  | 
2026-04-16 12:39:59 |  |  | 
2026-04-16 12:40:04 |  |  | 
2026-04-16 12:40:09 |  |  | 
2026-04-16 12:40:15 |  |  | 
2026-04-16 12:40:20 |  |  | 
2026-04-16 12:40:25 |  |  | 
2026-04-16 12:40:30 |  |  | 
2026-04-16 12:40:35 |  |  | 
2026-04-16 12:40:40 |  |  | 
2026-04-16 12:40:46 |  |  | 
2026-04-16 12:40:51 |  |  | 
2026-04-16 12:40:56 |  |  | 
2026-04-16 12:41:01 |  |  | 
2026-04-16 12:41:06 |  |  | 
2026-04-16 12:41:11 |  |  | 
2026-04-16 12:41:17 |  |  | 
2026-04-16 12:41:22 |  |  | 
2026-04-16 12:41:27 |  |  | 
2026-04-16 12:41:32 |  |  | 
2026-04-16 12:41:37 |  |  | 
2026-04-16 12:41:42 |  |  | 
2026-04-16 12:41:48 |  |  | 
2026-04-16 12:41:53 |  |  | 
2026-04-16 12:41:58 |  |  | 
2026-04-16 12:42:03 |  |  | 
2026-04-16 12:42:08 |  |  | 
2026-04-16 12:42:13 |  |  | 
2026-04-16 12:42:19 |  |  | 
2026-04-16 12:42:24 |  |  | 
2026-04-16 12:42:29 |  |  | 
2026-04-16 12:42:34 |  |  | 
2026-04-16 12:42:39 |  |  | 
2026-04-16 12:42:45 |  |  | 
2026-04-16 12:42:50 |  |  | 
2026-04-16 12:42:55 |  |  | 
2026-04-16 12:43:00 |  |  | 
2026-04-16 12:43:05 |  |  | 
2026-04-16 12:43:10 |  |  | 
2026-04-16 12:43:16 |  |  | 
2026-04-16 12:43:21 |  |  | 
2026-04-16 12:43:26 |  |  | 
2026-04-16 12:43:31 |  |  | 
2026-04-16 12:43:36 |  |  | 
2026-04-16 12:43:41 |  |  | 
2026-04-16 12:43:46 |  |  | 
2026-04-16 12:43:52 |  |  | 
2026-04-16 12:43:57 |  |  | 
2026-04-16 12:44:02 |  |  | 
2026-04-16 12:44:07 |  |  | 
2026-04-16 12:44:12 |  |  | 
2026-04-16 12:44:17 |  |  | 
2026-04-16 12:44:23 |  |  | 
2026-04-16 12:44:28 |  |  | 
2026-04-16 12:44:33 |  |  | 
2026-04-16 12:44:38 |  |  | 
2026-04-16 12:44:43 |  |  | 
2026-04-16 12:44:48 |  |  | 
2026-04-16 12:44:53 |  |  | 
2026-04-16 12:44:59 |  |  | 
2026-04-16 12:45:04 |  |  | 
2026-04-16 12:45:09 |  |  | 
2026-04-16 12:45:14 |  |  | 
2026-04-16 12:45:19 |  |  | 
2026-04-16 12:45:24 |  |  | 
2026-04-16 12:45:30 |  |  | 
2026-04-16 12:45:35 |  |  | 
2026-04-16 12:45:40 |  |  | 
2026-04-16 12:45:45 |  |  | 
2026-04-16 12:45:50 |  |  | 
2026-04-16 12:45:56 |  |  | 
2026-04-16 12:46:01 |  |  | 
2026-04-16 12:46:06 |  |  | 
2026-04-16 12:46:11 |  |  | 
2026-04-16 12:46:16 |  |  | 
2026-04-16 12:46:21 |  |  | 
2026-04-16 12:46:26 |  |  | 
2026-04-16 12:46:32 |  |  | 
2026-04-16 12:46:37 |  |  | 
2026-04-16 12:46:42 |  |  | 
2026-04-16 12:46:47 |  |  | 
2026-04-16 12:46:52 |  |  | 
2026-04-16 12:46:58 |  |  | 
2026-04-16 12:47:03 |  |  | 
2026-04-16 12:47:08 |  |  | 
2026-04-16 12:47:13 |  |  | 
2026-04-16 12:47:18 |  |  | 
2026-04-16 12:47:23 |  |  | 
2026-04-16 12:47:29 |  |  | 
2026-04-16 12:47:34 |  |  | 
2026-04-16 12:47:39 |  |  | 
2026-04-16 12:47:44 |  |  | 
2026-04-16 12:47:49 |  |  | 
2026-04-16 12:47:55 |  |  | 
2026-04-16 12:48:00 |  |  | 
2026-04-16 12:48:05 |  |  | 
2026-04-16 12:48:10 |  |  | 
2026-04-16 12:48:15 |  |  | 
2026-04-16 12:48:20 |  |  | 
2026-04-16 12:48:26 |  |  | 
2026-04-16 12:48:31 |  |  | 
2026-04-16 12:48:36 |  |  | 
2026-04-16 12:48:41 |  |  | 
2026-04-16 12:48:46 |  |  | 
2026-04-16 12:48:52 |  |  | 
2026-04-16 12:48:57 |  |  | 
2026-04-16 12:49:02 |  |  | 
2026-04-16 12:49:07 |  |  | 
2026-04-16 12:49:12 |  |  | 
